Context,Question,Image_Path,Output
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,747.tif,2
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,754.tif,2
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,764.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,773.tif,9
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,774.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,777.tif,2
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,78.tif,6
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,780.tif,8
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,793.tif,20
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,795.tif,3
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,800.tif,3
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,802.tif,1
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,803.tif,There are 3 nuclei in the image.
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,812.tif,1
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,819.tif,1
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,823.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,824.tif,5
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,828.tif,6
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,839.tif,3
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,854.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,858.tif,10
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,86.tif,3
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,873.tif,10
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,890.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,906.tif,6
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,91.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,952.tif,1
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,974.tif,10
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,978.tif,4
You are a pathologist examing cell imagery,Give the count of nuclei in the image. You must return a numerical answer.,985.tif,9
