Context,Question,Temperature,Method,Image_Path,Output,Actual
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1474.png,1,15
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,148.png,3,30
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1480.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1484.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1485.png,1,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1489.png,1,54
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,149.png,3,80
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1490.png,1,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1492.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1493.png,2,22
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1494.png,1,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,15.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,150.png,3,61
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1508.png,3,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1509.png,3,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,151.png,4,36
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1512.png,2,19
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1513.png,2,33
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1514.png,1,15
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,152.png,1,29
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,153.png,1,55
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1532.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1533.png,2,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1534.png,2,31
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1536.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1537.png,1,21
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1538.png,1,23
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,154.png,4,62
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1543.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1549.png,2,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,155.png,4,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1550.png,1,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1552.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1553.png,1,45
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1554.png,2,32
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1557.png,3,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1558.png,1,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1562.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1569.png,2,28
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,157.png,1,28
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1570.png,2,16
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1573.png,3,42
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1574.png,3,11
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1588.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1589.png,4,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1590.png,2,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1592.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1593.png,3,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1594.png,1,24
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1595.png,3,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1597.png,3,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1598.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1599.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,16.png,3,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1605.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1606.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1609.png,2,11
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1610.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1613.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1614.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,162.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1626.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1627.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1628.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1629.png,1,42
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1630.png,2,22
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1631.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1633.png,1,32
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1634.png,3,31
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1637.png,1,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1638.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1645.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1648.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1649.png,1,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,165.png,4,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1650.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1653.png,2,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,166.png,3,65
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1661.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1662.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1665.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1666.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1669.png,1,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,167.png,1,42
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1670.png,3,36
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1671.png,2,11
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1673.png,2,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1674.png,2,13
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1675.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,168.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1681.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1686.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1689.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,169.png,3,24
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1690.png,3,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1691.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1693.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1694.png,2,11
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1695.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,17.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,170.png,4,49
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1705.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1706.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1709.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,171.png,1,11
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1710.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1711.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1713.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1714.png,4,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,172.png,3,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1720.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1721.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1722.png,3,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1724.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1725.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1726.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1727.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1728.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1729.png,2,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,173.png,4,29
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1730.png,1,16
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1731.png,3,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1732.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1733.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1734.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1735.png,3,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1736.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1737.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1738.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1739.png,3,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,174.png,1,25
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1740.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1744.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1745.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1749.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,175.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1750.png,2,24
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1751.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1753.png,4,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1754.png,2,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1755.png,1,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1758.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1759.png,1,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1760.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1764.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1765.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1766.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1768.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1769.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1770.png,2,26
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1771.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1772.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1773.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1774.png,2,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1775.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1776.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1779.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1785.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1786.png,1,7
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1789.png,2,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1790.png,2,32
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1791.png,4,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1793.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1794.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1796.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1797.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,18.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1809.png,3,18
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1810.png,1,17
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1813.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1814.png,2,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1822.png,2,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1823.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1825.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1826.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1827.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1829.png,3,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1830.png,2,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1831.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1833.png,4,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1834.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1835.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1836.png,2,3
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1837.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1840.png,4,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1841.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1845.png,2,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1846.png,1,4
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1848.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1849.png,1,11
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,185.png,2,25
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1850.png,1,9
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1853.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1854.png,3,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1858.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,186.png,1,30
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1865.png,2,8
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1868.png,2,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1869.png,1,21
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,187.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1870.png,1,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1872.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1873.png,1,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1874.png,2,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1875.png,3,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1877.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1879.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,188.png,2,40
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1886.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1888.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1889.png,3,5
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,189.png,1,96
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1890.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1891.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1893.png,1,2
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1894.png,1,1
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1895.png,4,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1898.png,4,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1899.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,19.png,1,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,190.png,1,88
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1901.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1902.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1909.png,2,6
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,191.png,1,33
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1910.png,4,12
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1911.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1913.png,2,14
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1914.png,2,10
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1915.png,3,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1919.png,2,0
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,192.png,1,55
ecDNA is usually smaller than chromosomes or nuclei,Identify the count of ecDNA. Return only a number,0.7,3-Shot,1922.png,1,0
